name
Matthew Longstaff
Matthew Lowton
Max Kilman
Max Lowe
Maxime Le Marchand
Mbaye Diagne
Michael Hector
Michael Keane
Michael Obafemi
Michail Antonio
Michy Batshuayi
Miguel Almirón
Mohamed Elneny
Mohamed Salah
Mohammed Salisu
Moise Kean
Morgan Gibbs-White
Morgan Sanson
Moussa Djenepo
Moussa Sissoko
N&#039;Golo Kanté
Naby Keita
Nampalys Mendy
Nathan Aké
Nathan Broadhead
Nathan Redmond
Nathan Tella
Nathaniel Clyne
Nathaniel Phillips
Neal Maupay
Neco Williams
Neeskens Kebano
Neil Taylor
Nemanja Matic
Niall Huggins
Nick Pope
Nicolas Pepe
Niels Nkounkou
Nélson Semedo
Odion Ighalo
Okay Yokuslu
Ola Aina
Oleksandr Zinchenko
Oliver Burke
Oliver McBurnie
Oliver Norwood
Olivier Giroud
Ollie Watkins
Oriol Romeu
Oskar Buur
Owen Otasowie
Ozan Kabak
Pablo Fornals
Pablo Hernández
Pablo Marí
Pascal Groß
Pascal Struijk
Patrick Bamford
Patrick Cutrone
Patrick van Aanholt
Paul Dummett
Paul Pogba
Pedro Neto
Percy Tau
Phil Bardsley
Phil Foden
Phil Jagielka
Pierre-Emerick Aubameyang
Pierre-Emile Højbjerg
Raheem Sterling
Raphinha
Rayan Ait Nouri
Raúl Jiménez
Reda Khadra
Reece James
Reiss Nelson
Rekeem Harper
Rhian Brewster
Rhys Williams
Ricardo Pereira
Richarlison
Riyad Mahrez
Rob Holding
Robbie Brady
Robert Snodgrass
Robert Sánchez
Roberto Firmino
Robin Koch
Robin Olsen
Rodri
Rodrigo
Romain Saiss
Romaine Sawyers
Ross Barkley
Ruben Loftus-Cheek
Rui Patrício
Ryan Bertrand
Ryan Fraser
Ryan Fredericks
Rúben Dias
Rúben Neves
Rúben Vinagre
Rúnar Alex Rúnarsson
Sadio Mané
Said Benrahma
Sam Field
Sam Johnstone
Sander Berge
Scott Carson
Scott Dann
Scott McTominay
Sead Kolasinac
Seamus Coleman
Sean Longstaff
Semi Ajayi
Serge Aurier
Sergio Agüero
Sergio Reguilón
Shane Long
Shkodran Mustafi
Shola Shoretire
Sidnei Tavares
Solly March
Son Heung-Min
Steven Alzate
Steven Bergwijn
Stuart Armstrong
Stuart Dallas
Sébastien Haller
Takumi Minamino
Tammy Abraham
Tanguy NDombele Alvaro
Tariq Lamptey
Terence Kongolo
Thakgalo Leshabela
Theo Corbeanu
Theo Walcott
Thiago Alcántara
Thiago Silva
Thomas Partey
Tim Ream
Timo Werner
Timothy Castagne
Timothy Fosu-Mensah
Toby Alderweireld
Tom Cairney
Tom Davies
Tomas Soucek
Tosin Adarabioyo
Trent Alexander-Arnold
Trézéguet
Tyler Roberts
Tyrese Francois
Tyrick Mitchell
Tyrone Mings
Vicente Guaita
Victor Lindelöf
Virgil van Dijk
Vitinha
Vladimir Coufal
Wes Morgan
Wesley Fofana
Wesley
Wilfred Ndidi
Wilfried Zaha
Will Norris
William Fish
William Smallbone
Willian José
Willian
Willy Boly
Willy Caballero
Xherdan Shaqiri
Yan Valery
Yerry Mina
Youri Tielemans
Yves Bissouma
Zack Steffen
Aaron Lennon
Adam Armstrong
Adam Forshaw
Adam Idah
Adam Masina
Albert Sambi Lokonga
Alejandro Garnacho
Alex Kral
Andrew Omobamidele
Angus Gunn
Armando Broja
Ashley Fletcher
Ashley Young
Asmir Begovic
Bali Mumba
Ben Foster
Ben Gibson
Boubakary Soumare
Bruno Guimarães
Bryan Gil Salvatierra
Bryan Mbeumo
Cameron Archer
Charlie Cresswell
Charlie Goode
Chem Campbell
Chiquinho
Christian Eriksen
Christian Kabasele
Christian Nørgaard
Christoph Zimmermann
Christos Tzolis
CJ Egan-Riley
Cody Drameh
Cole Palmer
Connor Roberts
Craig Cathcart
Cristian Romero
Cristiano Ronaldo
Crysencio Summerville
Dan Gosling
Daniel Bachmann
Daniel Chesters
Danny Rose
Danny Ward
David Raya
Dejan Kulusevski
Dimitris Giannoulis
Diogo Dalot
Dominic Thompson
Edo Kayembe
Ellis Simms
Emiliano Buendía
Emmanuel Dennis
Enock Mwepu
Ethan Pinnock
Evan Ferguson
Finley Stevens
Folarin Balogun
Francisco Sierralta
Frank Onyeka
Freddie Woodman
Grant Hanley
Harrison Ashby
Harvey Elliott
Hassane Kamara
Hee-Chan Hwang
Ibrahima Konaté
Imran Louza
Isaac Price
Ismaila Sarr
Ivan Toney
Jacob Sørensen
Jadon Sancho
James McAtee
Jarrad Branthwaite
Jason Steele
Jed Steer
Jeremy Ngakia
Jeremy Sarmiento
Jesurun Rak-Sakyi
Joe Gelhardt
Jonas Lössl
Jonathan Rowe
Josh Dasilva
Joshua Sargent
José Sá
João Pedro
Juan Camilo Hernández
Juraj Kucka
Júnior Firpo
Jürgen Locadia
Kaide Gordon
Kasey McAteer
Kayky
Ken Sema
Kenedy
Kenny McLean
Kieran Dowell
Kieran Trippier
Kiernan Dewsbury-Hall
Kiko Femenía
Kristoffer Ajer
Kristoffer Klaesson
Leo Fuhr Hjelde
Leon Bailey
Lewis Bate
Lewis Brunt
Lewis Dobbin
Liam McCarron
Luis Díaz
Lukas Rupp
Luke Cundle
Lyanco
Mads Bech Sørensen
Mads Bidstrup
Mads Roerslev
Malang Sarr
Marc Cucurella
Marc Guehi
Marcus Forss
Mathias Jensen
Mathias Normann
Max Aarons
Maxwel Cornet
Michael Olise
Milot Rashica
Mohamed Elyounoussi
Moisés Caicedo
Nathan Collins
Nathan Ferguson
Nathan Young-Coombes
Nicolas N&#039;Koulou
Nikola Vlasic
Nuno Tavares
Odsonne Edouard
Oghenekaro Etebo
Oliver Skipp
Ozan Tufan
Patson Daka
Phil Jones
Philippe Coutinho
Pierre Lees-Melou
Pontus Jansson
Przemyslaw Placheta
Raphael Varane
Rico Henry
Rodrigo Bentancur
Romain Perraud
Romelu Lukaku
Ryan Sessegnon
Salomón Rondón
Sam Byram
Sam Greenwood
Saman Ghoddos
Samir
Samuel Kalu
Saúl Ñíguez
Sergi Canos
Shandon Baptiste
Shane Duffy
Sonny Perkins
Stuart McKinstry
Takehiro Tomiyasu
Tariqe Fosu-Henry
Taylor Richards
Teemu Pukki
Tim Iroegbunam
Tim Krul
Todd Cantwell
Tom Cleverley
Tony Springett
Toti
Trevoh Chalobah
Trincão
Troy Deeney
Tyler Morton
Tyler Onyango
Valentino Livramento
Vitalii Mykolenko
Vitaly Janelt
Wayne Hennessey
Will Hughes
William Troost-Ekong
Wout Weghorst
Yoane Wissa
Zanka
Álvaro Fernández
Aaron Hickey
Adam Smith
Alex Mighten
Alexander Isak
Amadou Onana
Andreas Pereira
Andrew Moran
André Ayew
Antoine Semenyo
Antony
Armel Bella Kotchap
Arnaut Danjuma Groeneveld
Ben Doak
Ben Pearson
Benoit Badiashile Mukinayi
Bobby Clark
Boubacar Kamara
Boubacar Traore
Brenden Aaronson
Brennan Johnson
Cafú
Carlos Alcaraz
Casemiro
Cheick Oumar Doucoure
Chris Mepham
Chris Richards
Clement Lenglet
Cody Gakpo
Connor Ronan
Conor Coventry
Dango Ouattara
Daniel Iversen
Danilo
Darko Gyabi
Darwin Núñez
David Brooks
David Datro Fofana
David Ozoh
Denis Zakaria
Deniz Undav
Dexter Lembikisa
Diego Carlos
Diego Costa
Divin Mubama
Djed Spence
Dominic Solanke
Duje Caleta-Car
Emiliano Marcondes
Enzo Fernández
Erling Haaland
Estupiñán
Ethan Nwaneri
Facundo Buonanotte
Facundo Pellistri
Felipe
Flynn Downes
Fábio Vieira
Gavin Bazunu
Georginio Rutter
Gianluca Scamacca
Giulian Biancone
Gonçalo Guedes
Gustavo Scarpa
Halil Dervisoglu
Hamed Junior Traore
Harry Souttar
Harry Toffolo
Harry Wilson
Harvey White
Hugo Bueno
Idrissa Gueye
Illia Zabarnyi
Ivan Perisic
Jack Colback
Jack Stacey
Jaidon Anthony
Jakub Kiwior
Jamal Lowe
James Bree
James Garner
Jan Paul van Hecke
Jay Stansfield
Jefferson Lerma
Jhon Durán
Joe Ayodele-Aribo
Joe Rothwell
Joe Worrall
Joel Robles
Jordan Zemura
Joseph Hodge
Joseph Whitworth
João Félix
João Gomes
João Palhinha
Juan Larios
Julio Enciso
Julián Álvarez
Junior Stanislas
Kalidou Koulibaly
Kamaldeen Sulemana
Kaoru Mitoma
Keane Lewis-Potter
Kevin Mbabu
Kevin Schade
Keylor Navas
Kieffer Moore
Kobbie Mainoo
Layvin Kurzawa
Levi Colwill
Lewis Cook
Lewis Hall
Lewis O&#039;Brien
Lisandro Martínez
Lloyd Kelly
Lucas Paquetá
Ludwig Augustinsson
Luis Sinisterra
Luke Harris
Malcolm Ebiowei
Manor Solomon
Manuel Akanji
Marc Roca
Marcel Sabitzer
Marcos Senesi
Marcus Tavernier
Mark Travers
Marquinhos
Mateo Joseph
Matheus Cunha
Matheus Nunes
Matias Viña
Maximilian Wöber
Mikkel Damsgaard
Mislav Orsic
Moussa Niakhate
Mykhailo Mudryk
Máximo Perrone
Naif Aguerd
Naouirou Ahamada
Nathan Patterson
Nathaniel Chalobah
Neto
Noni Madueke
Odeluga Offiah
Omari Hutchinson
Orel Mangala
Owen Bevan
Pablo Sarabia
Pape Sarr
Paul Onuachu
Pedro Porro
Philip Billing
Rasmus Kristensen
Remo Freuler
Renan Lodi
Rico Lewis
Romeo Lavia
Ryan Christie
Ryan Yates
Sam Surridge
Samuel Edozie
Sasa Kalajdzic
Sasa Lukic
Scott McKenna
Sergio Gómez
Siriki Dembélé
Stefan Bajcetic
Stefan Ortega Moreno
Steve Cook
Sven Botman
Sékou Mara
Taiwo Awoniyi
Tetê
Thilo Kehrer
Thomas Cannon
Tyler Adams
Tyrell Malacia
Victor Kristiansen
Weston McKennie
Wilfried Gnonto
William Saliba
Wout Faes
Yasin Ayari
Álex Moreno
